Table 1
,,,,,,
,The Movement for Palestine Takes Over MoMA,The Nation,12 hours ago,Hundreds of protesters occupied the storied museum in a reminder that theart world cannot evade its political and moral responsibilities.,,
,Israel and Palestine: How peace is possible,The Economist,"Dec 7, 2023","IF YOU WANT to understand how desperately Israelis and Palestinians needpeace, consider what would become of them in a state of perpetual...",,
,Middle East latest: South Africa makes 'urgent request' to internationalcourt on Rafah offensive; ceasefire talks continue,Sky News,1 day ago,"Joe Biden says he's had calls with Israel, Egypt and Qatar about a six-weekceasefire - as he warned Benjamin Netanyahu against conducting a...",,
,"Navigating Discourses on Israel and Palestine: Civic Space, Expression, andDialogue in Challenging Times",Carnegie Endowment for International Peace,"Nov 30, 2023","Navigating Discourses on Israel and Palestine: Civic Space, Expression, andDialogue in Challenging Times · More videos · More videos on YouTube.",,
,I am half Israeli and half Palestinian. This war feels as if it's killingme twice,Los Angeles Times,1 month ago,"Since the war in Gaza began, the side experiencing the most suffering isautomatically deemed righteous. You're forced to pick a side, because...",,
,Three guilty of showing support for Hamas at pro-Palestine protest,Metropolitan Police | Mynewsdesk,1 day ago,Three women who displayed images supporting Hamas at a pro-Palestinedemonstration have been found guilty of a terrorism offence following a...,,
,Israeli forces kill Palestinian after telling him to warn others toevacuate hospital,Middle East Eye,10 hours ago,A journalist who witnessed the scene at Al-Nasser hospital said the manwarned others to leave before he was shot by a sniper.,,
,,,,,,
,,,,,,
,"Recognising Palestine, a prerequisite for hope and peace - Elcano RoyalInstitute",Real Instituto Elcano,2023-12-11,The recognition of Palestine as a state by more Western countries would bea decisive step toward peace and to break the current vicious circle of...,,
,"Israel-Palestine: Gaza buckles under fuel shortage, healthcare in crisis",UN News,2023-10-24,"On day 17 of the Gaza-Israel crisis, UN humanitarians on Tuesday pleadedfor desperately needed fuel deliveries and other relief items to...",,
,US and UK reconsidering recognition of Palestine as a state,National Herald,Prieš 9 valandas,"Recently, calls for the Western world to recognize Palestine as a state inits own right have been getting louder. Although Germany does notconsider...",,
,Israel-Palestine crisis has 'reached an unprecedented level ofdehumanisation': Independent rights expert,UN News,2023-10-29,"The crisis sparked by the Hamas terrorist attack and ongoing Israeliassault on the Gaza Strip is a ""political and humanitarian catastrophe...",,
,Judge decides not to send three women to jail who were found guilty ofterror offence during pro-Palestine protest,Times of India,Prieš 17 valandų,Three women were found guilty of terror offence during a pro-Palestineprotest. They displayed images of paragliders at a pro-Palestine...,,
,"Israel's goal is to erase entire idea of Palestine, Pakistan warns",Anadolu Ajansı,2023-12-13,Israel's goal is not only to erase Hamas. This is a war against thePalestinian people. Israel's goal is to erase not only a people but also...,,
,Toronto police to investigate pro-Palestinian march outside Mount SinaiHospital,The Globe and Mail,Prieš 20 valandų,Chief executive officers of 14 Greater Toronto Area teaching hospitals anda senior representative of the University of Toronto denounce...,,
,"BBC reporters criticize broadcaster over its pro-Israel bias, coverage ofPalestine",Anadolu Ajansı,2023-11-24,"BBC reporters based in the UK have criticized the broadcaster for its""pro-Israel bias and insufficient coverage of Palestinian civilians...",,
,Palestine condemns extremist Geert Wilders' call to displace Palestiniansto Jordan,Anadolu Ajansı,2023-11-25,"Leading Dutch politician made 'racist' statements in which he deniedPalestinians' right to establish a state, says Palestinian Foreign...",,
,,,,,,
,,,,,,
,How women in Israel and Palestine are pushing for peace — together,The Conversation,17 Oct 2023,The joint Women Wage Peace-Women of the Sun initiative unites Israeli andPalestinian women calling for peace. The international community...,,
,This felt different': What happened at the Lyttelton Palestine protest?,The Spinoff,1 day ago,Veteran activist John Minto has laid a complaint against police after hewas pepper sprayed during a pro-Palestine protest.,,
,New Orleans' Mardi Gras parades are crashed by pro-Palestinian protestorsduring wild Fat Tuesday celebrations,Daily Mail Online,6 hours ago,New Orleans' Mardi Gras parades have been crashed by pro-Palestinian groupsand demands for a ceasefire throughout celebrations that wrapped...,,
,"Jewish Canadian politician fired, gets death threat after snark aboutpre-Zionist Palestine",The Times of Israel,1 day ago,Progressive British Columbia minister Selina Robinson forced to step downafter anti-Israel activists demand her ouster for calling...,,
,Israel-Palestine Hostilities Affect Rights in Europe,Human Rights Watch,26 Oct 2023,Responses from European governments to the hostilities between Israel andPalestinian armed groups in Gaza are having harmful effects on...,,
,"Women and newborns bearing the brunt of the conflict in Gaza, UN agencieswarn",World Health Organization (WHO),3 Nov 2023,"Women, children and newborns in Gaza are disproportionately bearing theburden of the escalation of hostilities in the occupied Palestinian...",,
,Crisis in Palestine: UNFPA Palestine Situation Report #1 - 13 October 2023,United Nations Population Fund,1 Oct 2023,Crisis in Palestine: UNFPA Palestine Situation Report #1 - 13 October 2023... Following Palestinian armed groups' launch of “Operation Al-Asqa...,,
,Opinion: Palestine deserves to be free. Israel deserves to exist. How do wegive peace better PR?,Los Angeles Times,1 month ago,"It's that there isn't a clear and exciting enough symbol for a middle way,a two-state solution. Palestine deserves to be free. Israel also...",,
,"Australia to officially resume use of term ‘Occupied PalestinianTerritories’, reversing Coalition stance",The Guardian,8 Aug 2023,"The Australian government will reinstate the term “Occupied PalestinianTerritories”, vowing to strengthen its objections to “illegal” Israeli...",,
,,,,,,
,,,,,,
,Shake the city up': Large pro-Palestinian rally marches through CenterCity blocking traffic,NBC10 Philadelphia,19 hours ago,"While waving the Palestinian flag and holding signs reading 'Stop killingPalestinian children,' hundreds gathered in Center City on Tuesday...",,
,Israel-Palestine conflict: A brief history in maps and charts,Al Jazeera,27 Nov 2023,"In 1947, the UN adopted Resolution 181, which called for the partition ofPalestine into Arab and Jewish states, handing over about 55 percent...",,
,A roadmap for the future of Palestine,Al Jazeera,23 Nov 2023,"The siege on Gaza should be lifted, fully and unconditionally, with itsborder crossings, airports and ports reopened and its residents given...",,
,Antisemitic writings' found in search of Joel Osteen megachurch shooter'sitems,NBC News,2 days ago,Antisemitic writings” were found in a search of items belonging to theshooter who opened fire Sunday afternoon at Joel Osteen's Lakewood...,,
,The UK calls for a de-escalation of tensions between Israel and Palestine:UK statement at the Security Council,GOV.UK,27 Sept 2023,The UK calls for a de-escalation of tensions between Israel and Palestine:UK statement at the Security Council. Statement by Ambassador Barbara...,,
,"Biden's Middle East Peace Plan for Israel, Palestine, and Saudi Arabia",Foreign Policy,1 day ago,The Biden administration is laying the groundwork for an ambitious grandbargain that would tie rapprochement between Israel and Saudi...,,
,It’s part of our psyche’: why Ireland sides with ‘underdog’ Palestine,The Guardian,20 Nov 2023,Ireland's underdog impulse originally resulted in support for the Jewishquest for an embryonic nation state – a sentiment reciprocated by the...,,
,Open Call for an Immediate Ceasefire in the Gaza Strip and Israel | OxfamInternational,Oxfam,18 Oct 2023,#CeasefireNow: Open Call for an Immediate Ceasefire in the Gaza Strip andIsrael to Prevent a Humanitarian Catastrophe and Further Loss of InnocentLives.,,
,Israeli forces kill Palestinian after telling him to warn others toevacuate hospital,Middle East Eye,10 hours ago,A journalist who witnessed the scene at Al-Nasser hospital said the manwarned others to leave before he was shot by a sniper.,,
,,,,,,
,,,,,,
,Watermelon: An unlikely symbol of Palestinian solidarity,NPR,1 month ago,The watermelon now symbolizes unofficial Palestinian solidarity amidreports of online censorship and the ongoing civilian deaths in Gaza.,,
,Watch: QUB says 'not acceptable' as pro-Palestine slogan shines acrossbuilding,Belfast Telegraph,1 hour ago,Queen's University has said a pro-Palestinian message calling for theremoval of Hillary Clinton as Chancellor displayed across the main...,,
,The Commission finalises the review of EU aid to Palestine,European Union,"Nov 21, 2023","Today the Commission published the results of its review of the ongoing EUfinancial assistance for Palestine, announced two days after the...",,
,What are Israel and Palestine? Why are they fighting?,Vox,"Nov 9, 2023","Palestinians, the Arab population that hails from the land Israel nowcontrols, refer to the territory as Palestine, and want to establish a...",,
,Infographic: Global Demonstrations in Response to the Israel-PalestineConflict,ACLED,"Nov 7, 2023",The Hamas attack on southern Israel and subsequent Israeli militaryoperations in the Gaza Strip have triggered a wave of protests and...,,
,The Re-emergence of the Palestine Question in World Politics,Foreign Policy Research Institute,"Dec 18, 2023","The Palestinian cause plays a key role in a number of political trends likeanti-authoritarian protests, violence and irregular warfare in the...",,
,"Jordan in ‘balancing act’ between Palestinian majority and key allies US,Israel",The Times of Israel,2 days ago,"Caught between Hamas-supporting population and strategic partnerships withUS and Israel, Jordanian King Abdullah to try to bring weight to...",,
,How a Student Group Is Politicizing a Generation on Palestine,The New Yorker,"Dec 15, 2023",How a Student Group Is Politicizing a Generation on Palestine. Activistswith Students for Justice in Palestine have mobilized major campus...,,
,What's the Israel-Palestinian conflict about and how did it start?,Reuters,"Oct 11, 2023","A two-state solution, Israeli settlements, the status of Jerusalem, andrefugees are at the core of the dispute. Two-state solution - an...",,
,,,,,,
,,,,,,
,Protestors for Palestine blocked Hanlon Monday night,Guelph News,22時間前,Community members blocked the Hanlon Expressway last night during a protestfor Palestine. The protest started at about 7:10 p.m. and ended...,,
,Pro-Palestine protesters once again lay siege to Surrey council,The Abbotsford News,1日前,"Once again council convened in a different room than chambers for itsMonday night meeting, on account of pro-Palestine protesters.",,
,"Serbians express solidarity with Palestine, condemn Israeli attacks",Anadolu Ajansı,2023/11/13,Thousands of Serbians have been gathering every Sunday in the capitalBelgrade to rally in support of Palestine amid its war with Israel. They...,,
,Israel-Palestine crisis: Gaza's north cut off from aid; death toll rising |Department of Political and Peacebuilding Affairs,Department of Political and Peacebuilding Affairs,2023/11/02,The number of people killed in Gaza is nearing the 9000 mark amid mountingconcerns over the aftermath of Israeli airstrikes on a...,,
,"NDP pushing Liberals to recognize state of Palestine as U.K., U.S. signalopenness",The Lethbridge Herald,1日前,"OTTAWA - New Democrats are calling on the Liberal government to have Canadaformally recognize Palestine as a state, saying it would help...",,
,WFP Palestine: Jenin Market Monitoring - Flash Update (5 July 2023) -occupied Palestinian territory,ReliefWeb,2023/07/06,"Jenin's population is currently estimated to be 353,000, with 11,700individuals residing in Jenin Refugee Camp. Around 21,000 people,...",,
,Bahrain: Repression of Pro-Palestine Protests,Human Rights Watch,1か月前,"Bahraini authorities have arrested and harassed scores of participants inpro-Palestine protests across the country, including children as...",,
,What is Hamas and why is it fighting with Israel in Gaza?,BBC,2023/10/07,"Why did Hamas attack Israel, and what has happened in Gaza since the 7October raid?",,
,Toll of Israel-Palestine crisis on children 'beyond devastating' |Department of Political and Peacebuilding Affairs,Department of Political and Peacebuilding Affairs,2023/10/31,"Gaza has become a “graveyard” for children with thousands now killed underIsraeli bombardment, while more than a million face dire...",,
,,,,,,
,,,,,,
,"Pro-Palestinian groups say Trudeau, Toronto mayor spreading misinformationon protest",CityNews Toronto,2 hours ago,"Prime Minister Justin Trudeau called the demonstration's stop outside thehospital a ""reprehensible"" display of antisemitism.",,
,Explainer: UN on the ground amid Israel-Palestine crisis,Welcome to the United Nations,"Oct 11, 2023",The United Nations has been working in the Middle East region around theclock to de-escalate the Israeli-Palestinian crisis by engaging key...,,
,South Africa is taking Israel to court for genocide in Palestine. What doesit mean for the war in Gaza?,The Conversation,1 month ago,"South Africa's court case takes two forms: a claim that Israel hascommitted genocide against Palestinians in Gaza, and the urgent requestfor...",,
,Israel/OPT: 'Nowhere safe in Gaza': Unlawful Israeli strikes illustratecallous disregard for Palestinian lives,Amnesty International,"Nov 20, 2023",Israeli forces have demonstrated – yet again – a chilling indifference tothe catastrophic toll on civilians of their ongoing relentless...,,
,Arab Peace Initiative II: How Arab Leadership Could Design a Peace Plan inIsrael and Palestine,Carnegie Endowment for International Peace,"Nov 17, 2023","The initiative offered Israel peace and normalization with all Arabs inreturn for its withdrawal from all territories occupied on June 5, 1967;...",,
,What Would a Lasting Peace Between Israel and Palestine Really Look Like?,The New Yorker,"Nov 28, 2023",Look at the options that Israel has: the reoccupation of Gaza in part or inwhole is definitely not going to lead to peace. The annexation of...,,
,How Israel Commodifies Mass Killing Through Its “Palestine Laboratory”,The Intercept,"Dec 13, 2023","So, what we have here is clear evidence that Israel was both violating theGeneva Conventions and engaging in an immoral theatrical production...",,
,History Illustrated: The story of Hamas and its fight for Palestine,Al Jazeera,"Oct 11, 2023",Hamas was formally established in December 1987 by Sheik Ahmad Yassin afterthe outbreak of a Palestinian uprising known as the first Intifada.,,
,"Mapping the Israel-Palestine war, major events on the ground",Al Jazeera,"Oct 17, 2023","Mapping major events over the past few days. The map below summarisesrecent Israeli bombardment of Gaza, violence across the occupied WestBank...",,
,,,,,,
,,,,,,
,East Liverpool Hospital Opens East Palestine Clinic,Business Journal Daily,vor 12 Stunden,"East Liverpool City Hospital, along with the Ohio Department of Health,opened a permanent health clinic in East Palestine in 2023.",,
,Mayor of London Sadiq Khan shaken by pro-Palestine deepfake – POLITICO,POLITICO.eu,vor 1 Tag,LONDON — London Mayor Sadiq Khan believes fake audio of him makinginflammatory remarks before last year's Armistice Day almost caused...,,
,"Pm Modi and UAE President Discuss Israel, Palestine and Red Sea SituationDuring Former's Visit",India TV News,vor 9 Stunden,"Foreign Secretary Vinay Mohan Kwatra said, that the developments in theregion are very important element of discussion between the two...",,
,"Olivia Colman among 1,300 artists accusing art institutions of censorshipon Palestine",Anadolu Ajansı,01.12.2023,"Olivia Colman among 1,300 artists accusing art institutions of censorshipon Palestine · Related news...",,
,McDonald's Israel supports Gaza genocide while McDonald's Malaysia bulliesPalestine solidarity activists: Boycott ...,BDS Movement |,vor 1 Monat,McDonald's Israel supports Gaza genocide while McDonald's Malaysia bulliesPalestine solidarity activists: Boycott McDonald's ... The BNC calls...,,
,Israel flattens Palestine Tower amid deadly Gaza bombardment,Al Jazeera,07.10.2023,"The attack on Palestine Tower on Saturday came hours after Hamas, the grouprunning the besieged Gaza Strip, launched a multi-pronged attack by...",,
,"Malaysia received 3 diplomatic notes from US over Palestine, says premier",Anadolu Ajansı,31.10.2023,Malaysian Prime Minister Anwar Ibrahim on Tuesday revealed that the US hadobjected to the Southeast Asian nation's stance over Palestine. Anwar...,,
,A roadmap for the future of Palestine,Al Jazeera,23.11.2023,"The siege on Gaza should be lifted, fully and unconditionally, with itsborder crossings, airports and ports reopened and its residents given...",,
,"Pro-Palestine Groups Rally, Demand Harvard Divest Ties to Israel | News",The Harvard Crimson,vor 5 Tagen,More than 150 Harvard students and affiliates gathered in the ScienceCenter Plaza Thursday afternoon to demand the University “disclose and...,,
,,,,,,
,,,,,,
,"Israel-Gaza tensions are increasing MP safety fears, Labour insider says",inews.co.uk,Prieš 4 valandas,Parliamentarians' homes have been targeted by pro-Palestine protestors.,,
,"Palestine, Oh, Palestine!",Monthly Review,Prieš 1 mėnesį,"Heir to a brutal history, the IDF could not, and still cannot, escape itsviolent legacy stretching from the West Bank and the Golan to Gaza,...",,
,Saudi Arabia interested in Israel normalisation deal after war,BBC,Prieš 1 mėnesį,The Saudi ambassador to the UK says any agreement must lead to the creationof a Palestinian state.,,
,"Shooter had lengthy criminal history including weapons charges, police say",CNN,Prieš 1 dieną,A woman who walked into a popular Texas megachurch Sunday afternoon with along gun and a young child opened fire before she was killed by...,,
,"Pro-Palestine Groups Rally, Demand Harvard Divest Ties to Israel | News",The Harvard Crimson,Prieš 5 dienas,More than 150 Harvard students and affiliates gathered in the ScienceCenter Plaza Thursday afternoon to demand the University “disclose and...,,
,"Free Palestine' Protesters At Wyoming Capitol Accuse Gordon, Hageman OfGenocide",Cowboy State Daily,Prieš 1 dieną,About 40 people gathered outside the Wyoming Capitol on Monday to accuseGov. Mark Gordon and U.S. Rep. Harriet Hageman of committing...,,
,"UPDATED: Israel-Palestine crisis: UN humanitarians plead for 'access,access, access'",UN News,2023-11-07,"A month since Hamas militants killed 1400 people in Israel, taking over 240hostage, and as the Israeli offensive into Gaza continues which...",,
,Your Enemies Destroyed One Palestine; My Wounds Populated Many Palestines:The Forty-Ninth Newsletter (2023),Tricontinental: Institute for Social Research,2023-12-07,"Your enemies destroyed one Palestine. My wounds populated many Palestines.Faiz's poem 'A Lullaby for a Palestinian Child', written during the...",,
,Palestine: Rights experts call for stronger torture prevention measures,UN News,2023-09-25,"Palestinian authorities must strengthen fundamental legal safeguardsagainst torture and ill-treatment, especially from the first moments of...",,
,,,,,,
,,,,,,
,"The Israel-Palestine Debate, on TikTok",The New Yorker,"Nov 28, 2023","Though it's hard for participants to gauge their influence, Jen knows fromher own experience that online debates can alter beliefs. ... After six...",,
,"No, Palestine's official 1939 flag never used the Star of David - Truth orFake",France 24,1 month ago,"Even before the current war between Israel and Hamas, pro-Israeli internetusers had claimed Palestine has always been a Jewish entity.",,
,CNN Admits 'Really Disturbing' Israel/Palestine Coverage Policy 'In Placefor Years',Common Dreams,1 month ago,A CNN staffer who spoke to The Intercept on condition of anonymityconfirmed that the network's longtime relationship with the censor has...,,
,"Palestinian unity efforts making 'real progress,' says Abba aide",Ynetnews,1 day ago,"PA President Abbas' talks in Doha aim to unify Hamas and Fatah in atechnocratic government; Despite challenges, efforts for a unified...",,
,Ignoring the roots of violence in the Israel–Palestine conflict challengesany future peace,Chatham House,"Oct 27, 2023","Last year, the UN's Special Coordinator, Tor Wennesland, argued that'Israel's settlement expansion continues to fuel violence in the Occupied...",,
,"Israel: Palestinian armed groups must be held accountable for deliberatecivilian killings, abductions and indiscriminate ...",Amnesty International,"Oct 12, 2023",Hamas and other Palestinian armed groups flagrantly violated internationallaw and displayed a chilling disregard for human life by carrying...,,
,"Florida orders state universities to disband pro-Palestinian student group,saying it backs Hamas",AP News,"Oct 25, 2023","State university system Chancellor Ray Rodrigues wrote to universitypresidents Tuesday at Gov. Ron DeSantis' urging, directing them todisband...",,
,Human rights group accuses Meta of restricting pro-Palestine speech,CNN,1 month ago,Human Rights Watch has accused Meta of repeatedly removing or restrictingcontent supporting Palestine or Palestinian human rights even when...,,
,Israel-Palestine – deadliest start to a war since 2000 - occupiedPalestinian territory,ReliefWeb,"Nov 1, 2023",The number of journalists killed in course of their work in theIsraeli-Palestinian conflict from 7 to 23 October exceeds the total of 11killed...,,
,,,,,,
,,,,,,
,Extinction Rebellion UK Statement on Palestine,Extinction Rebellion UK,3 Nov 2023,Extinction Rebellion UK Statement on Palestine ... In Extinction Rebellionwe believe in nonviolence: standing against violence in the name of...,,
,We must not let the government use the situation in Israel and Gaza toerode our civil liberties,Liberty,20 Oct 2023,The Government's response to protests relating to Israel and Palestine isan attack on our fundamental right to stand up for what we believe...,,
,Bahrain: Repression of Pro-Palestine Protests,Human Rights Watch,1 month ago,"Bahraini authorities have arrested and harassed scores of participants inpro-Palestine protests across the country, including children as...",,
,Foreign Secretary announces new support for almost 6 million Palestinianrefugees,GOV.UK,13 Sept 2023,"UK funding is helping to support 5.9 million Palestinian refugees acrossthe region with vital healthcare and education services, and today I've...",,
,Why Yemen stands with Palestine,The Real News Network,2 days ago,"The Houthi blockade of Israel-linked ships in the Red Sea has everything todo with Gaza, contrary to claims by the White House and...",,
,A Prayer for the Israel Palestine Conflict,The Association of English Cathedrals,13 Oct 2023,"A Prayer for the Israel Palestine Conflict ... A prayer for the IsraelPalestine Conflict. God of light and salvation, our refuge and ourstrength...",,
,Is a two-state solution for Israel and Palestine still possible?,Al Jazeera,25 Nov 2023,International calls grow louder to pursue a two-state solution to theIsrael-Palestine conflict.,,
,Israel's borders explained in maps,BBC,11 Oct 2023,The conflict between Israel and Palestinians has roots which precede theformation of the country itself. Here's how the shape of the Jewish...,,
,A Palestinian and an Israeli physician speak out for medical ethics,The Lancet,27 Oct 2023,"As doctors witnessing the devastating impact on the ground, we urge othermedical voices to join us and work together to protect the health and...",,
,,,,,,
,,,,,,
,Palestinian territories profile,BBC,"Jun 26, 2023","The Palestinian national movement gradually regrouped in the West Bank andGaza, run respectively by Jordan and Egypt, and in refugee camps in...",,
,Pro-Israel rallies allowed in India but Palestine solidarity sees crackdown,Al Jazeera,"Oct 25, 2023","India's foreign policy has historically supported the Palestinian cause,which began with India voting against the United Nations resolution to...",,
,Palestine: Banned in Berlin,Al Jazeera,"Dec 14, 2023",Nadija battles courts and police bans to assure freedom of speech forPalestinians and their supporters in Germany.,,
,Watch: Palestine protesters target Tory MP Tobias Ellwood's family home,The Telegraph,13 hours ago,Former defence minister was inside with his children when demonstratorssurrounded the property for several hours.,,
,We cry for Palestine’: Indonesian homemakers mobilise support for ‘family’,Al Jazeera,1 month ago,"We cry for Palestine': Indonesian homemakers mobilise support for'family'. They're raising funds for Gaza, rallying against the war and...",,
,Counterpoint: Minneapolis City Council didn't create division overPalestine — Israeli apartheid did,Star Tribune,1 week ago,"The council's supermajority bravely stated the situation, and a massiveshift in public opinion is underway. Override the veto.",,
,Palestine’s and Turtle Island’s liberation are entwined,Al Jazeera,"Dec 13, 2023","Palestine's freeing is simultaneously entwined with the freeing ofIndigenous and Black people in Turtle Island. To end Palestinianoccupation,...",,
,Toronto police to investigate pro-Palestinian march outside Mount SinaiHospital,The Globe and Mail,20 hours ago,Chief executive officers of 14 Greater Toronto Area teaching hospitals anda senior representative of the University of Toronto denounce...,,
,"Western leaders accused of hypocrisy over response to Palestine, Ukraine",Al Jazeera,"Oct 9, 2023","Western leaders accused of hypocrisy over response to Palestine, Ukraine.Social media users, including journalists and observers, are calling...",,
,,,,,,
,,,,,,
,Israel flattens Palestine Tower amid deadly Gaza bombardment,Al Jazeera,"Oct 7, 2023","The attack on Palestine Tower on Saturday came hours after Hamas, the grouprunning the besieged Gaza Strip, launched a multi-pronged attack by...",,
,WHO calls for access to health and humanitarian assistance on fourth day ofconflict in Israel and the occupied ...,World Health Organization (WHO),"Oct 10, 2023",The World Health Organization (WHO) repeats its call for an end to thehostilities that are causing untold suffering in Israel and the Gaza...,,
,Israel-Gaza war in maps and charts: Live tracker,Al Jazeera,"Oct 9, 2023",The latest death toll stands at 28730 Palestinians and about 1139 peoplekilled in Israel since October 7.,,
,Letter to the community: Israel-Palestine crisis – @theU,The University of Utah,"Oct 11, 2023","As we see the violence in Israel and Gaza continue, we are mindful of theways this crisis is felt on our campus. The coordinated and targeted...",,
,"Crisis in Palestine: UNFPA Palestine Situation Report, Issue #1, 13 October2023 - occupied Palestinian territory",ReliefWeb,"Oct 13, 2023","This escalation has been marked by increased brutality and destruction,surpassing previous conflicts. According to the Palestinian Ministry of...",,
,Facebook Approved Ad Calling for Assassination of Pro-Palestine Activist,The Intercept,"Nov 21, 2023","Incitement to Violence on Facebook. Amid the Israeli war on Palestinians inGaza, Nashif was troubled enough by the explicit call in the ad to...",,
,A genocide is under way in Palestine,Al Jazeera,"Nov 2, 2023",The Israeli operation is being framed as a mission to “eliminate Hamas” asopposed to what it really is: a genocide of the Palestinian people...,,
,UPenn donors were furious about the Palestine Writes Literature Festival.What about it made them pull their funds?,CNN,"Oct 25, 2023","The University of Pennsylvania's administration faces an overwhelmingbacklash from donors, many of whom are pulling their funds and calling...",,
,Pro-Palestine Facebook post sparks CIA warning,Al Jazeera,"Nov 29, 2023",The social media post from the senior CIA officer underlines deep divisionswithin the US government over President Joe Biden's handling of the...,,
,,,,,,
,,,,,,
,Food and medicine for Gaza – Germany has increased its assistance forpeople in Gaza,Auswärtiges Amt,4 days ago,"The humanitarian situation in the Gaza Strip is disastrous. In order toalleviate the suffering, Germany is yet again increasing its...",,
,Cancelled or sacked over support for Palestine,Al Jazeera,16 Nov 2023,Hundreds of people have found themselves sacked for speaking out againstIsrael's bombardment of Gaza.,,
,Palestine’s and Turtle Island’s liberation are entwined,Al Jazeera,13 Dec 2023,"Palestine's freeing is simultaneously entwined with the freeing ofIndigenous and Black people in Turtle Island. To end Palestinianoccupation,...",,
,Pro-Palestine Facebook post sparks CIA warning,Al Jazeera,29 Nov 2023,The social media post from the senior CIA officer underlines deep divisionswithin the US government over President Joe Biden's handling of the...,,
,Erasing Palestine,Al Jazeera,19 Oct 2023,"Erasing Palestine. What is happening in Palestine can no longer bedescribed as genocide, or even ethnic cleansing. It is beyond mass...",,
,US blasts Israel for home demolition of Palestinian activist in EastJerusalem,The Times of Israel,3 hours ago,The US lambasts Israel for demolishing the home of a Palestinian activistin East Jerusalem. Israel demolished the home of Fakhri Abu Diab...,,
,The economy of this Palestinian village depended on Israel. Then thecheckpoint closed,AP News,2 days ago,Israel's war on Hamas in Gaza has also wreaked havoc on the Palestinianeconomy in the West Bank. In response to Hamas' Oct. 7 attack that...,,
,Fanon’s conception of violence does not work in Palestine,Al Jazeera,10 Oct 2023,Fanon's conception of violence does not work in Palestine. Israel's settlercolonialism is much more than 'violence in its natural state' and...,,
,How the West threatens to expand its war on Palestine,Socialist Worker,1 month ago,"In reality, the West will lash-out at coastal villages where many Houthifighters are based. Such a war would be launched under the guise of...",,
,,,,,,
,,,,,,
,The Palestine exception’: why pro-Palestinian voices are suppressed in theUS,The Guardian,"Nov 1, 2023",The swift blowback against pro-Palestinian voices builds on decades oforganized efforts to “tar Palestinian rights speech as pro-terrorist or...,,
,World condemns Israel’s war on Gaza as it marches for Palestine,Al Jazeera,"Dec 11, 2023",Protests demanding an end to the war held around the globe on World HumanRights Day. ... Demonstrators rallied across the world to show their...,,
,"Palestinian Authority should govern Gaza and West Bank, Biden says",Reuters,"Nov 18, 2023",U.S. President Joe Biden said on Saturday the Palestinian Authority shouldultimately govern the Gaza Strip and the West Bank following the...,,
,Israel/Palestine: Videos of Hamas-Led Attacks Verified,Human Rights Watch,"Oct 18, 2023","Human Rights Watch has verified four videos from the October 7, 2023,attacks by Hamas-led gunmen, showing three incidents of deliberate...",,
,Israel-Palestine escalation updates: Gaza under bombardment | Israel War onGaza News,Al Jazeera,"Oct 7, 2023","Thank you for joining us · At least 232 Palestinians have been killed inIsraeli air attacks on the Gaza Strip according to medical sources,...",,
,I am not an anti-Semite’: Pro-Palestine artists cancelled across Europe,Al Jazeera,"Nov 30, 2023","The pro-Palestinian post had been published by British artist and activistHamja Ahsan, who took part in Documenta's 2022 edition as a solo...",,
,Is Biden’s two-state plan for Israel and Palestine a fantasy?,Al Jazeera,"Nov 29, 2023",The US was happy to neglect the Palestinian issue for years. Why is ittalking of a 'reinvigorated' peace process now?,,
,"Israel-Palestine crisis: Gaza City a 'ghost town', reports UN aid agency",UN News,"Nov 29, 2023","Amid hopes of a deal to extend the pause in fighting in Gaza between Israeland Hamas on Wednesday, the UN agency for Palestinian refugees...",,
,Alarming increase of human rights violations against Palestinians in theoccupied territory and against Palestinian ...,Fédération internationale pour les droits humains,"Nov 9, 2023","While still calling for an immediate ceasefire to end the targeting ofcivilians and allow for humanitarian aid into Gaza, the International...",,
,,,,,,
,,,,,,
,Angry Egyptians denounce staged pro-Palestine rallies amid Israel-Hamas war,Al Jazeera,"Oct 21, 2023",Angry Egyptians denounce staged pro-Palestine rallies amid Israel-Hamaswar. Critics accuse Egypt's President Abdel Fattah el-Sisi of using pro-...,,
,"Opinion | Even Before the Israel-Hamas War, Being Palestinian WasControversial",The New York Times,"Oct 25, 2023","The task of the Palestinian is to be palatable or to be condemned. The taskof the Palestinian, we've seen in the past two weeks, is to audition...",,
,Pope says two-state solution needed for Israel-Palestine,Reuters,"Nov 1, 2023",Pope Francis said on Wednesday a two-state solution was needed for Israeland Palestine in order to put an end to wars such as the current...,,
,"The day after’ in Gaza, rest of Palestine",Al Jazeera,"Dec 14, 2023","The day after' in Gaza, rest of Palestine. Israel should not be allowed todo to Gaza what it has long been doing to the West Bank. ... After a...",,
,South Africa’s historic support for Palestine,Al Jazeera,1 month ago,South Africa has displayed robust support for Palestinians over Israel'swar on Gaza.,,
,"Palestinian support for ‘armed struggle’ is rising as Gaza death estimatetops 20,000",NBC News,1 month ago,"As the death toll in Gaza reached an estimated 20000 on Thursday, a pollreleased last week by a leading Palestinian research firm offered a...",,
,Arab leaders must walk the talk on Palestine,Al Jazeera,"Oct 30, 2023","Caught by surprise, Arab leaders sprung into action only after the Arabpublic made it clear it would not tolerate Israeli atrocities against...",,
